publication_number,family_id,year,is_unet_raw,title,abstract,claims,is_unet_title_abstract,is_unet_claims,is_unet_full_text,is_unet_final,is_unet,problem_context,solution_context,technical_means,application_field,domain_noise_flag,domain_noise_reason,analysis_include
US2019122073A1,64277828,2017,0,SYSTEM AND METHOD FOR QUANTIFYING UNCERTAINTY IN REASONING ABOUT 2D AND 3D SPATIAL FEATURES WITH A COMPUTER MACHINE LEARNING ARCHITECTURE,"This invention provides a system and method to propagate uncertainty information in a deep learning pipeline. It allows for the propagation of uncertainty information from one deep learning model to the next by fusing model uncertainty with the original imagery dataset. This approach results in a deep learning architecture where the output of the system contains not only the prediction, but also the model uncertainty information associated with that prediction. The embodiments herein improve upon existing deep learning-based models (CADe models) by providing the model with uncertainty/confidence information associated with (e.g. CADe) decisions. This uncertainty information can be employed in various ways, including (a) transmitting uncertainty from a first stage (or subsystem) of the machine learning system into a next (second) stage (or the next subsystem), and (b) providing uncertainty information to the end user in a manner that characterizes the uncertainty of the overall machine learning model.","1 . A method for detecting and/or characterizing a property of interest in a multi-dimensional space comprising the steps of: receiving a signal based upon acquired data from a subject or object in the multi-dimensional space; interpreting a combination of information from the signal and confidence level information; and based on the interpreting step, performing at least one of detection and characterization of at least one property of interest related to the object or subject. 2 . The method as set forth in claim 1 wherein at least one of (a) the multi-dimensional space is a 2D image or a 3D spatial representation, (b) the at least one of detection and characterization includes use of a learning algorithm trained on the combination of information from the signal and confidence level information, and (c) the at least one of detection and characterization includes evaluation by a learning algorithm that has been trained according to step (b). 3 . The method as set forth in claim 1 , further comprising estimating the confidence level based upon uncertainty using dimensional representations of a lower dimension than the multi-dimensional space, in which at least two estimates of the uncertainty based on the dimensional representations of the lower dimension are assembled to form a representation of the uncertainty in the multi-dimensional space. 4 . The method as set forth in claim 1 , further comprising estimating the confidence level based upon uncertainty, in which a degree of the uncertainty is modeled on a comparable spatial scale to an intensity of the signal. 5 . The method as set forth in claim 4 wherein the step of estimating includes using additional image channels to represent each of a plurality of confidence levels. 6 . The method as set forth in claim 1 in which the confidence level is represented by at least one of a sparse representation and a hierarchical representation. 7 . The method as set forth in claim 6 wherein the confidence level is represented by at least one of a quadtree for two dimensions, an octree for three dimensions, a multi-scale image representation, and a phase representation. 8 . The method as set forth in claim 1 wherein the acquired data is vehicle sensor data, including at least one of LIDAR, RADAR and ultrasound that characterizes at least one object in images to evaluate, including at least one of (a) obstacles to avoid, (b) street signs to identify, (c) traffic signals, (d) road markings, and/or (e) other driving hazards. 9 . The method as set forth in claim 8 further comprising controlling an action or operation of a device of a land vehicle, aircraft or watercraft based on an object classifier that reports low confidence level in a classification thereof. 10 . The method as set forth in claim 1 wherein the acquired data is medical image data, including at least one of CT scan images, MRI images, or targeted contrast ultrasound images of human tissue and the property of interest is a potentially cancerous lesion. 11 . The method as set forth in claim 1 wherein the detection and characterization is diagnosis of a disease type, and the information from the signal is one or more suspected lesion location regions-of-interest and the confidence levels are associated with each region-of-interest that is suspected. 12 . The method as set forth in claim 1 wherein the steps of receiving, interpreting and performing are performed in association with a deep learning network that defines a U-net style architecture. 13 . The method as set forth in claim 12 wherein the deep learning network incorporates a Bayesian machine learning network. 14 . The method as set forth in claim 1 wherein the acquired data is received by an ad-hoc sensor network, in which a network configuration is reconfigured so as to optimize the confidence level in a detected parameter. 15 . The method as set forth in claim 14 wherein the sensor network includes a network of acoustic sensors in which a local data fusion is adjusted based on a confidence of detection of a property of interest in the signal thereof. 16 . The method as set forth in claim 1 wherein the confidence level is associated with the signal to enhance performance by using a thresholding step to eliminate low confidence results. 17 . The method as set forth in claim 1 wherein the signal is based on aerial acquisition and the property of interest is related to a sea surface anomaly, an aerial property or an air vehicle. 18 . The method as set forth in claim 1 wherein the confidence level related to the subject is classified by machine learning networks to an end-user, including a spatial indicator that augments an ordinary intensity of the signal in a manner that conveys certainty. 19 . The method as set forth in claim 1 further comprising fusing uncertainty information temporally across multiple image frames derived from the signal to refine an estimate of the confidence level. 20 . The method as set forth in claim 19 wherein the step of fusing is based on at least one of tracking of the subject and spatial location of the subject. 21 . The method as set forth in claim 20 wherein the step of fusing includes (a) taking a MAXIMUM across multiple time points (b) taking a MINIMUM across multiple time points, (c) taking a MEAN across multiple time points, and (d) rejecting extreme outliers across multiple time points. 22 . A system that overcomes limitations of uncertainty measurement comprising: a morphological filter that adjusts a confidence level associated with a region based on confidence levels associated with neighbors of the region. 23 . A method for acquiring one or more images to be scanned for presence of a property of interest comprising the steps of: acquiring a first set of images; analyzing the first set of images to detect the property of interest and a confidence level associated with the detection; iteratively adjusting at least one image acquisition parameter in a manner that optimizes or enhances the confidence level associated with the detection of the property of interest. 24 . A system for detecting a property of interest in a sequence of acquired images comprising, in which at least one of a plurality of available image interpretation parameters is iteratively adjusted by a processor so as to optimize a confidence level in detection of the property of interest. 25 . The system as set forth in claim 24 wherein the image interpretation parameters include at least one of image thresholding levels, image pre-processing parameters, multi-pixel fusion, image smoothing parameters, contrast enhancement parameters, image sharpening parameters, and machine learning decision-making thresholds. 26 . A system for utilizing a conventionally trained neural network that is free-of training using confidence level data to analyze signal data that has been augmented by confidence level, wherein the signal data is weighted based on confidence prior to presentation to the conventionally-trained neural network. 27 . The system as set forth in claim 26 wherein the conventionally trained neural network comprises a tumor lesion characterizer.",0,1,1,0,0,This invention provides a system and method to propagate uncertainty information in a deep learning pipeline.,"This invention provides a system and method to propagate uncertainty information in a deep learning pipeline. It allows for the propagation of uncertainty information from one deep learning model to the next by fusing model uncertainty with the original imagery dataset. A method for detecting and/or characterizing a property of interest in a multi-dimensional space comprising the steps of: receiving a signal based upon acquired data from a subject or object in the multi-dimensional space; interpreting a combination of information from the signal and confidence level information; and based on the interpreting step, performing at least one of detection and characterization of at least one property of interest related to the object or subject.",U-Net; 画像分類; 画像前処理; 深層学習モデル; 機械学習モデル,製造欠陥検出,0,,1
