subset,count,candidate_score_mean,candidate_score_median,valid_candidate_count_score_ge_2,valid_candidate_rate_score_ge_2,representative_flag_count,label_◎,label_○,label_△,label_×
u_net_related,18,2.0555555555555554,3.0,11,0.6111111111111112,10,10,1,5,2
